Race,Strength,Intelligence,Wisdom,Constitution,Charisma,Dexterity,Base Attack,Base Defense,Base Magic,Base Magic Defense,Fire Resistance,Ice Resistance,Electric Resistance,Water Resistance,Earth Resistance,Wind Resistance,Shadow Resistance,Holy Resistance,Poison Resistance,Physical Resistance,Virtue,Virtue Effect,Sin,Sin Effect,Description,Stage,Available Class
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Spellblade
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Conjurer
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Thief
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Inquisitor
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Assassin
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Spell Stealer
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Cleric
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Priest
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Monk
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Bard
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Druid
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Diviner
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",First,Ranger
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Grandmaster of Arms
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Crusader
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Dragoon
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Wizard
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Knight Enchanter
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Thaumaturgist
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Rogue
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Seeker
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Ninja
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Arcane Trickster
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Templar
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Hierophant
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Archbishop
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Master Monk
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Troubadour
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Archdruid
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Astromancer
Half Elf,9,11,10,9,10,11,2,1,2,3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.1,Gratitude,"You recover steadily, increasing healing received.",Envy,"Envy undermines resolve, slightly reducing your critical damage spikes.","Half elves are the result of the interbreeding between humans and elves. They are almost as versatile as humans and possess an improved magical prowess, as well as mild elemental resistance. Like their elf cousins, they do have a slight susceptibility to physical damage.",Second,Beast Master
